DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
191005875,02/11/2019,02/08/2019,1745,,West Valley,1021,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,36,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,SHIRLEY                      AV,HARTLAND                     ST,"(34.1947, -118.5579)"
191005876,02/11/2019,02/11/2019,1345,,West Valley,1011,624,BATTERY - SIMPLE ASSAULT,0416,67,M,W,515,APARTMENT/CONDO COMMON LAUNDRY ROOM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,18900    SHERMAN                      WY,,"(34.2047, -118.5531)"
191005878,02/11/2019,02/11/2019,0700,,West Valley,1033,354,THEFT OF IDENTITY,0377 1822,52,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,18600    TOPHAM                       ST,,"(34.1807, -118.5382)"
191005880,02/11/2019,02/08/2019,1700,,West Valley,1088,310,BURGLARY,0329 1607 0321,0,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,16200    VENTURA                      BL,,"(34.1567, -118.4858)"
191005881,02/11/2019,02/11/2019,1345,,West Valley,1063,330,BURGLARY FROM VEHICLE,1609 1307 0344 0329,62,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,5500    RESEDA                       BL,,"(34.1703, -118.536)"
191005884,02/11/2019,02/11/2019,1800,,West Valley,1018,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,WOODLEY                      AV,SHERMAN                      WY,"(34.2012, -118.4837)"
191005885,02/11/2019,02/10/2019,0100,,West Valley,1033,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,20,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,18500    CALVERT                      ST,,"(34.1819, -118.536)"
191005889,02/11/2019,02/07/2019,2307,,West Valley,1027,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,51,M,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,17200    VANOWEN                      ST,,"(34.1975, -118.5099)"
191005891,02/11/2019,02/11/2019,1750,,West Valley,1015,625,OTHER ASSAULT,0400 0416,30,F,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,7400    CANBY                        AV,,"(34.2048, -118.5339)"
191005892,02/11/2019,02/10/2019,1000,,West Valley,1019,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,55,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,15600    WYANDOTTE                    ST,,"(34.203, -118.4741)"
191005894,02/11/2019,02/11/2019,1230,,West Valley,1025,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,403,DRUG STORE,,,AO,Adult Other,442,,,,18400    SHERMAN                      WY,,"(34.2012, -118.5342)"
191005897,02/11/2019,02/11/2019,1700,,West Valley,1011,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0400 0408,67,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,19300    WYANDOTTE                    ST,,"(34.203, -118.5535)"
191005898,02/11/2019,02/11/2019,1646,,West Valley,1008,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,408,AUTO SUPPLY STORE*,,,IC,Invest Cont,442,,,,16800    ROSCOE                       BL,,"(34.221, -118.4989)"
191005899,02/11/2019,02/11/2019,2335,,West Valley,1041,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0302,64,M,W,507,CONDOMINIUM/TOWNHOUSE,102,HAND GUN,AO,Adult Other,230,,,,5900    TAMPA                        AV,,"(34.1776, -118.5535)"
191005901,02/11/2019,02/11/2019,1950,,West Valley,1033,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,62,F,W,101,STREET,,,IC,Invest Cont,740,,,,19000    VICTORY                      BL,,"(34.1866, -118.5474)"
191005902,02/12/2019,02/12/2019,0255,,West Valley,1023,354,THEFT OF IDENTITY,0906 1402 0930 1822,19,F,W,101,STREET,,,AA,Adult Arrest,354,998,,,SHERMAN,TAMPA,"(34.2012, -118.5535)"
191005908,02/12/2019,02/11/2019,1100,,West Valley,1001,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,19000    INGOMAR                      ST,,"(34.212, -118.5471)"
191005912,02/12/2019,02/11/2019,1000,,West Valley,1063,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1815 0906,12,M,H,721,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,930,,,,18700    LINNET                       ST,,"(34.1672, -118.5411)"
191005913,02/12/2019,02/09/2019,1040,,West Valley,1019,354,THEFT OF IDENTITY,0923 1822,35,M,O,101,STREET,,,AA,Adult Arrest,354,,,,STAGG,AQUEDUCT,"(34.2121, -118.4738)"
191005914,02/11/2019,02/11/2019,2230,,West Valley,1023,624,BATTERY - SIMPLE ASSAULT,1218 2004 0416,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,19000    VANOWEN                      ST,,"(34.1939, -118.547)"
191005915,02/11/2019,02/11/2019,2230,,West Valley,1023,624,BATTERY - SIMPLE ASSAULT,1218 2004 0416,49,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,19000    VANOWEN                      ST,,"(34.1939, -118.547)"
191005916,02/12/2019,01/22/2019,1810,,West Valley,1017,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,38,F,H,403,DRUG STORE,,,IC,Invest Cont,442,,,,17200    SATICOY                      ST,,"(34.2084, -118.5077)"
191005920,02/12/2019,02/11/2019,2300,,West Valley,1063,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5400    WILBUR                       AV,,"(34.1687, -118.5448)"
191005921,02/12/2019,02/11/2019,1650,,West Valley,1034,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,26,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,6300    RESEDA                       BL,,"(34.1848, -118.536)"
191005922,02/12/2019,02/09/2019,0900,,West Valley,1004,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8100    CANBY                        AV,,"(34.2176, -118.5343)"
191005925,02/12/2019,02/11/2019,1800,,West Valley,1075,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0443,0,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,5000    ALONZO                       AV,,"(34.1612, -118.5205)"
191005927,02/12/2019,02/12/2019,1340,,West Valley,1039,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0906 0325,0,M,O,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,16000    VANOWEN                      ST,,"(34.1939, -118.4815)"
191005932,02/12/2019,02/01/2019,0800,,West Valley,1044,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,56,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,18300    BURBANK                      BL,,"(34.1765, -118.5333)"
191005934,02/12/2019,02/12/2019,1330,,West Valley,1015,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0329 0344 1606,44,M,H,101,STREET,,,IC,Invest Cont,331,,,,7500    ETIWANDA                     AV,,"(34.2066, -118.5317)"
191005937,02/12/2019,02/12/2019,1340,,West Valley,1039,624,BATTERY - SIMPLE ASSAULT,0906 0416,35,M,H,202,LIQUOR STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,16000    VANOWEN                      ST,,"(34.1939, -118.4815)"
191005938,02/12/2019,02/06/2019,1415,,West Valley,1004,624,BATTERY - SIMPLE ASSAULT,1251 1259 0419 2024 0444,14,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ROSCOE                       BL,RESEDA                       BL,"(34.2207, -118.5361)"
191005939,02/13/2019,02/11/2019,1300,,West Valley,1039,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GAVIOTA                      AV,VANOWEN                      ST,"(34.1939, -118.4815)"
191005941,02/12/2019,02/12/2019,1841,,West Valley,1011,310,BURGLARY,0344 1609,33,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7400    CALVIN                       AV,,"(34.2047, -118.5557)"
191005942,02/12/2019,02/12/2019,1914,,West Valley,1075,310,BURGLARY,0314 0344 1609,55,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,933,,,5000    GARDEN GROVE                 AV,,"(34.1608, -118.5298)"
191005943,02/12/2019,02/12/2019,1500,,West Valley,1078,310,BURGLARY,0344 1609,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    RUBIO                        AV,,"(34.1616, -118.4945)"
191005944,02/12/2019,02/12/2019,2000,,West Valley,1091,310,BURGLARY,1609 0321,44,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    WINFORD                      DR,,"(34.1367, -118.5496)"
191005945,02/12/2019,02/12/2019,1910,,West Valley,1023,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 0329,0,M,W,401,MINI-MART,,,AA,Adult Arrest,740,,,,6700    TAMPA                        AV,,"(34.1921, -118.5535)"
191005950,02/13/2019,01/15/2019,0610,,West Valley,1039,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0432 2051,22,F,B,128,BUS STOP/LAYOVER (ALSO QUERY 124),,,IC,Invest Cont,956,,,,VICTORY                      BL,WOODLEY                      AV,"(34.1867, -118.4836)"
191005954,02/13/2019,02/12/2019,2130,,West Valley,1004,330,BURGLARY FROM VEHICLE,1609 0344,32,M,W,101,STREET,,,IC,Invest Cont,330,,,,INGOMAR                      ST,RESEDA                       BL,"(34.212, -118.5361)"
191005955,02/13/2019,02/13/2019,0615,,West Valley,1025,761,BRANDISH WEAPON,1402 0334,32,M,W,402,MARKET,207,OTHER KNIFE,AA,Adult Arrest,761,998,,,7100    LINDLEY                      AV,,"(34.1993, -118.5273)"
191005956,02/13/2019,02/13/2019,0620,,West Valley,1025,354,THEFT OF IDENTITY,0344 0923 1822,60,F,W,101,STREET,,,AA,Adult Arrest,354,,,,7100    LINDLEY                      AV,,"(34.1993, -118.5273)"
191005957,02/13/2019,02/12/2019,1900,,West Valley,1029,330,BURGLARY FROM VEHICLE,1606 0344,38,M,H,101,STREET,,,IC,Invest Cont,330,,,,7000    HASKELL                      AV,,"(34.1976, -118.4749)"
191005959,02/12/2019,02/12/2019,0330,,West Valley,1023,354,THEFT OF IDENTITY,1822,45,M,H,101,STREET,,,AA,Adult Arrest,354,,,,TAMPA                        BL,SHERMAN                      WY,"(34.201, -118.5535)"
191005960,02/13/2019,02/13/2019,0800,,West Valley,1037,813,CHILD ANNOYING (17YRS & UNDER),1259,14,F,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,813,,,,VANOWEN,BALBOA,"(34.1939, -118.5011)"
191005961,02/13/2019,02/10/2019,1700,,West Valley,1091,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,82,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,3700    LITCHFIELD                   LN,,"(34.1367, -118.5521)"
191005963,02/13/2019,02/13/2019,0910,,West Valley,1035,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448,26,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,6400    NEWCASTLE                    AV,,"(34.1868, -118.5255)"
191005964,02/13/2019,02/13/2019,1000,,West Valley,1063,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,740,,,,18300    VENTURA                      BL,,"(34.1682, -118.5406)"
191005966,02/13/2019,02/13/2019,0800,,West Valley,1007,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,28,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,16900    KESWICK                      ST,,"(34.2097, -118.5011)"
191005967,02/13/2019,02/04/2019,1600,,West Valley,1088,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,16800    MOONCREST                    DR,,"(34.1471, -118.4992)"
191005969,02/13/2019,02/11/2019,1630,,West Valley,1047,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,59,F,A,109,PARK/PLAYGROUND,511,VERBAL THREAT,IC,Invest Cont,930,,,,BURBANK                      BL,BALBOA                       BL,"(34.1723, -118.5011)"
191005971,02/13/2019,02/13/2019,1330,,West Valley,1005,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431,26,M,H,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,ROSCOE                       BL,WHITE OAK                    AV,"(34.221, -118.5186)"
191005972,02/13/2019,02/01/2019,0001,,West Valley,1088,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,73,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,956,,,,16800    VENTURA                      BL,,"(34.1587, -118.4988)"
191005974,02/13/2019,01/31/2019,0900,,West Valley,1077,354,THEFT OF IDENTITY,0377 1822,56,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17600    TARZANA                      ST,,"(34.161, -118.5164)"
191005975,02/13/2019,02/11/2019,1700,,West Valley,1035,813,CHILD ANNOYING (17YRS & UNDER),1259,11,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,18300    KITTRIDGE                    ST,,"(34.1903, -118.5317)"
191005977,02/13/2019,02/08/2019,1400,,West Valley,1004,310,BURGLARY,1607 0344 0352,68,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,18200    LULL                         ST,,"(34.2093, -118.5301)"
191005978,02/12/2019,02/12/2019,1700,,West Valley,1008,624,BATTERY - SIMPLE ASSAULT,0444,35,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600    HAYVENHURST                  AV,,"(34.1903, -118.4924)"
191005983,02/13/2019,02/13/2019,1130,,West Valley,1061,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0552,4,M,B,101,STREET,,,AA,Adult Arrest,237,,,,SPRAGUE                      ST,VANALDEN                     AV,"(34.1687, -118.5579)"
191005984,02/13/2019,02/13/2019,1445,,West Valley,1079,624,BATTERY - SIMPLE ASSAULT,0400 0416,32,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4900    DENSMORE                     AV,,"(34.1586, -118.4771)"
191005985,02/13/2019,02/13/2019,1545,,West Valley,1012,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0400 0416,28,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,18600    SHERMAN                      WY,,"(34.2048, -118.54)"
191005991,02/13/2019,02/13/2019,1730,,West Valley,1099,310,BURGLARY,0344 1609,69,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    HAYVENHURST                  DR,,"(34.1421, -118.4862)"
191005992,02/13/2019,02/13/2019,1845,,West Valley,1091,310,BURGLARY,0344 1609,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    WINFORD                      DR,,"(34.1386, -118.5525)"
191005996,02/14/2019,02/12/2019,0330,,West Valley,1023,354,THEFT OF IDENTITY,0923 1822,32,F,W,101,STREET,,,AA,Adult Arrest,354,,,,TAMPA                        BL,SHERMAN                      WY,"(34.201, -118.5535)"
191005997,02/13/2019,02/13/2019,1530,,West Valley,1063,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,5400    RESEDA                       BL,,"(34.1688, -118.5361)"
191006006,02/14/2019,02/13/2019,1000,,West Valley,1024,330,BURGLARY FROM VEHICLE,1609 0344,53,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,7100    AMIGO                        AV,,"(34.1993, -118.5386)"
191006007,02/14/2019,02/13/2019,1200,,West Valley,1063,354,THEFT OF IDENTITY,0928 1822,62,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100    TOPEKA                       DR,,"(34.1632, -118.5466)"
191006008,02/13/2019,02/08/2019,1300,,West Valley,1028,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,62,M,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6500    RUBIO                        AV,,"(34.1893, -118.4951)"
191006009,02/13/2019,02/12/2019,1800,,West Valley,1017,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,71,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,17600    SHERMAN                      WY,,"(34.2013, -118.5167)"
191006010,02/11/2019,02/08/2019,1345,,West Valley,1018,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,62,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,SHERMAN                      WY,WOODLEY,"(34.2012, -118.4837)"
191006011,02/14/2019,02/13/2019,1600,,West Valley,1033,310,BURGLARY,1609 0344 0352,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6100    TOPEKA                       DR,,"(34.1809, -118.5459)"
191006012,02/14/2019,02/14/2019,0900,,West Valley,1006,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0400 1218,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,7800    ENCINO                       AV,,"(34.2121, -118.5143)"
191006013,02/14/2019,02/14/2019,1306,,West Valley,1097,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,51,M,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,3800    HAYVENHURST                  AV,,"(34.1396, -118.4971)"
191006018,02/14/2019,02/04/2019,1000,,West Valley,1067,662,"BUNCO, GRAND THEFT",0800,22,F,W,602,BANK,,,IC,Invest Cont,662,,,,17100    VENTURA                      BL,,"(34.166, -118.5095)"
191006019,02/14/2019,02/12/2019,1845,,West Valley,1077,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,F,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,17000    VENTURA                      BL,,"(34.1598, -118.5033)"
191006020,02/14/2019,02/13/2019,1500,,West Valley,1008,625,OTHER ASSAULT,0400 0446,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,6700    HAYVENHURST                  AV,,"(34.1922, -118.4924)"
191006023,02/14/2019,02/14/2019,1710,,West Valley,1047,624,BATTERY - SIMPLE ASSAULT,1402 0400,39,M,W,402,MARKET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,998,,,17600    BURBANK                      BL,,"(34.1723, -118.5163)"
191006026,02/14/2019,02/11/2019,0130,,West Valley,1089,310,BURGLARY,0344 1267,54,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    DEMPSEY                      AV,,"(34.1525, -118.4757)"
191006027,02/14/2019,01/21/2019,1000,,West Valley,1034,354,THEFT OF IDENTITY,0377 0100 0930 0554 2004,37,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300    BERTRAND                     AV,,"(34.1839, -118.5244)"
191006031,02/14/2019,02/14/2019,1430,,West Valley,1063,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,402,MARKET,,,IC,Invest Cont,442,,,,5500    RESEDA                       BL,,"(34.1703, -118.536)"
191006032,02/14/2019,02/14/2019,2055,,West Valley,1063,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,48,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,5200    VANALDEN                     AV,,"(34.1646, -118.5501)"
191006033,02/15/2019,02/13/2019,1130,,West Valley,1004,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18400    LULL                         ST,,"(34.2093, -118.533)"
191006034,02/14/2019,02/14/2019,1700,,West Valley,1003,210,ROBBERY,0945 1420 0216 1822,0,M,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8200    RESEDA                       BL,,"(34.2148, -118.5404)"
191006035,02/14/2019,02/13/2019,1000,,West Valley,1024,310,BURGLARY,9999 0344,51,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6800    BAIRD                        AV,,"(34.1939, -118.5373)"
191006036,02/14/2019,02/13/2019,1020,,West Valley,1024,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,62,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,18700    HART                         ST,,"(34.1977, -118.5404)"
191006037,02/14/2019,02/12/2019,1800,,West Valley,1003,330,BURGLARY FROM VEHICLE,9999 0344,56,F,W,101,STREET,,,IC,Invest Cont,330,,,,8100    RESEDA                       BL,,"(34.2148, -118.5404)"
191006038,02/14/2019,02/14/2019,1940,,West Valley,1001,888,TRESPASSING,1501,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,8000    SHIRLEY                      AV,,"(34.2156, -118.5579)"
191006039,02/14/2019,02/14/2019,1730,,West Valley,1003,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",0344,30,F,H,102,SIDEWALK,,,IC,Invest Cont,951,,,,RESEDA                       BL,STRATHERN                    ST,"(34.2157, -118.5361)"
191006042,02/15/2019,02/15/2019,0500,,West Valley,1005,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 2000 0400 0416,28,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,998,,,7900    JAMIESON                     AV,,"(34.2143, -118.5225)"
191006046,02/15/2019,02/14/2019,2030,,West Valley,1015,310,BURGLARY,1602 0344,68,M,O,248,CELL PHONE STORE,,,IC,Invest Cont,310,,,,17700    SHERMAN                      WY,,"(34.2048, -118.5273)"
191006047,02/15/2019,02/14/2019,1900,,West Valley,1027,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,17600    SHERMAN                      WY,,"(34.1975, -118.5099)"
191006050,02/15/2019,02/14/2019,2100,,West Valley,1011,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,19300    SATICOY                      ST,,"(34.2084, -118.5535)"
191006051,02/15/2019,02/14/2019,1700,,West Valley,1008,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7800    GLORIA                       AV,,"(34.2077, -118.4912)"
191006054,02/15/2019,02/10/2019,1915,,West Valley,1011,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,10,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,19000    SHERMAN                      WY,,"(34.2047, -118.5531)"
191006055,02/15/2019,02/15/2019,0605,,West Valley,1078,310,BURGLARY,1609 0344,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,16500    VENTURA                      BL,,"(34.1613, -118.4917)"
191006057,02/15/2019,02/15/2019,1645,,West Valley,1025,210,ROBBERY,0916 0906 0216 0330 0344 0352 0371 1822,16,M,H,105,PEDESTRIAN OVERCROSSING,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,7100    ETIWANDA                     AV,,"(34.1993, -118.5317)"
191006058,02/15/2019,02/14/2019,2300,,West Valley,1023,901,VIOLATION OF RESTRAINING ORDER,2038,58,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,6900    WILBUR                       AV,,"(34.1959, -118.545)"
191006059,02/15/2019,02/15/2019,1027,,West Valley,1015,901,VIOLATION OF RESTRAINING ORDER,2038,30,F,W,101,STREET,,,AA,Adult Arrest,901,,,,7400    YARMOUTH                     AV,,"(34.2048, -118.5197)"
191006060,02/15/2019,02/14/2019,1623,,West Valley,1005,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0906,48,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,7900    CHASTAIN                     AV,,"(34.2139, -118.5243)"
